year,ahe,bachelor,female,age
1998,13.73626328,0,1,31
1998,16.82692337,0,0,31
1998,14.42307663,0,1,28
1998,19.23077011,0,0,34
1998,14.42307663,0,0,26
1998,8.5,1,0,31
1998,12.5,0,0,32
1998,18.26922989,0,1,29
1998,6.481481552,0,1,32
1998,13.41681576,0,0,33
1998,5.25,0,0,29
1998,13.94230747,1,0,28
1998,37.98077011,1,0,27
1998,24.03846169,1,1,26
1998,13.98601437,1,0,25
1998,22.64957237,0,0,30
1998,17.94871712,0,1,31
1998,30.76922989,0,0,34
1998,12.65182209,0,1,28
1998,17.58241844,1,0,31
1998,11.09923077,1,0,25
1998,12.01923084,0,0,34
1998,18.26922989,1,0,27
1998,14.79289913,0,0,34
1998,21.15384674,1,1,27
1998,22.64957237,0,0,32
1998,24.03846169,1,0,29
1998,20.60439491,1,0,27
1998,17.8571434,1,1,29
1998,23.6378212,0,0,26
1998,13.46153831,0,1,26
1998,13.46153831,0,1,26
1998,17.78846169,1,0,34
1998,19.23077011,1,0,34
1998,8.75,0,0,25
1998,14.375,0,0,31
1998,33.17307663,1,1,30
1998,8.653845787,0,1,30
1998,22.03525734,1,1,34
1998,23.07692337,0,0,34
1998,16.34615326,0,1,33
1998,12.5,1,0,33
1998,15,0,0,30
1998,13.46153831,0,1,29
1998,10.09615421,1,1,26
1998,35.59738159,1,0,26
1998,25.38461494,1,0,33
1998,6.162499905,1,1,33
1998,20,1,0,34
1998,22.18934822,1,1,34
1998,19.23077011,0,1,26
1998,20.67307663,1,0,30
1998,11.2426033,1,0,31
1998,8.653845787,1,1,30
1998,15.38461494,0,1,31
1998,14.90384579,1,0,33
1998,36.05769348,1,1,31
1998,16.34615326,0,0,32
1998,6.25,0,1,28
1998,28.84615326,1,0,33
1998,9.401709557,0,1,30
1998,11.53846169,0,0,28
1998,19.23077011,1,0,29
1998,21.1875,1,0,28
1998,17.99086571,1,1,29
1998,21.25,1,0,30
1998,12.0592947,0,0,32
1998,10.68376064,0,1,28
1998,9.615385056,0,1,34
1998,9.230769157,0,1,29
1998,14.28571415,0,0,26
1998,14.42307663,0,1,29
1998,6.961538315,0,0,26
1998,22.59615326,0,0,34
1998,12.98076916,1,1,27
1998,17.30769157,1,0,26
1998,4.807692528,0,0,28
1998,15.76666641,0,0,30
1998,7.692307472,0,1,28
1998,24.03846169,0,0,30
1998,13.2867136,1,0,32
1998,8.581250191,0,1,30
1998,12.01923084,0,1,31
1998,6.009615421,0,1,34
1998,8.653845787,0,0,30
1998,4.427083492,0,0,34
1998,6.25,0,1,27
1998,27.77777863,0,0,33
1998,11.05769253,1,1,34
1998,9.615385056,0,0,25
1998,15.37980747,0,1,31
1998,12.01923084,0,0,31
1998,24.03846169,0,1,28
1998,12.01923084,0,1,28
1998,12.01923084,0,0,32
1998,9.134614944,0,0,32
1998,13.375,0,1,27
1998,17,1,0,33
1998,6,0,1,26
1998,7.692307472,0,1,32
1998,9.634614944,1,0,30
1998,11.77884579,0,0,26
1998,18.02884674,1,0,31
1998,9.401709557,0,1,30
1998,14.90384579,0,0,33
1998,29.23077011,1,0,32
1998,6.756756783,0,1,31
1998,13.73626328,0,0,26
1998,19.35897446,1,0,32
1998,21.63461494,1,1,31
1998,8.333333015,1,1,27
1998,21.37259674,1,1,33
1998,9.935897827,0,0,29
1998,13.63636398,1,0,33
1998,17.30769157,1,0,34
1998,18.26922989,0,1,34
1998,14.42307663,0,1,28
1998,7.211538315,0,0,29
1998,4.326922894,0,0,33
1998,8.028845787,0,0,33
1998,12.01923084,0,0,25
1998,11.26394272,0,1,34
1998,9,0,0,32
1998,7.692307472,0,0,27
1998,6.25,1,1,26
1998,5.921052456,0,0,33
1998,17.78846169,1,1,27
1998,17.30769157,1,0,27
1998,9.615385056,0,0,27
1998,11.53846169,1,0,30
1998,18.02884674,1,0,29
1998,23.71794891,0,0,33
1998,11.34615421,1,0,34
1998,17.94871712,1,0,29
1998,12.09615421,0,0,33
1998,39.90384674,1,0,33
1998,9.615385056,1,0,25
1998,19.23077011,1,1,29
1998,8.547008514,1,0,26
1998,13.46153831,0,0,32
1998,14.90384579,1,0,26
1998,11.53846169,1,1,26
1998,16.34615326,1,0,29
1998,30.76922989,1,0,33
1998,20.71006012,1,0,32
1998,8.779808044,0,1,34
1998,30.76922989,1,0,34
1998,5.586538315,0,1,30
1998,8.653845787,1,1,29
1998,22.11538506,0,0,25
1998,27.69230843,1,1,28
1998,21.36752129,1,0,28
1998,19.23077011,1,1,30
1998,21.63461494,1,0,25
1998,19.23077011,1,0,25
1998,15.38461494,0,1,34
1998,11.05769253,0,0,30
1998,21.36752129,1,1,30
1998,13.94230747,1,1,26
1998,13.46153831,0,0,34
1998,12.01923084,1,1,27
1998,19.76490402,1,0,25
1998,16.82692337,0,0,26
1998,19.23077011,0,1,31
1998,21.97802162,1,0,34
1998,26.70940208,1,0,28
1998,16.82692337,0,0,25
1998,6.730769157,0,1,34
1998,19.23077011,0,0,34
1998,8.653845787,0,1,34
1998,12.5,0,1,30
1998,17.30769157,1,1,30
1998,20.27972031,1,0,29
1998,11.77884579,0,0,27
1998,10.57692337,0,0,26
1998,24.03846169,0,1,25
1998,11.11111069,1,0,26
1998,8.708272934,0,0,33
1998,18.84615326,1,1,33
1998,10,0,0,26
1998,12.5,0,1,31
1998,12.01923084,0,0,29
1998,7.211538315,0,1,29
1998,7.280219555,0,0,25
1998,6.730769157,0,1,32
1998,15.38461494,0,0,27
1998,13.46153831,0,1,25
1998,25.64102554,1,1,31
1998,7.211538315,0,1,32
1998,17.30769157,0,1,34
1998,14.93961525,0,0,29
1998,15.90625,0,1,28
1998,7.692307472,1,0,26
1998,16.82692337,1,0,27
1998,17.78846169,0,1,30
1998,5.528846264,0,1,33
1998,16.34615326,1,1,28
1998,14.23076916,1,0,31
1998,20.97902107,0,0,28
1998,16.82692337,0,0,29
1998,11.96581173,1,1,27
1998,12.82051277,1,0,27
1998,21.63461494,0,0,33
1998,16.14011002,0,0,34
1998,8.653845787,0,1,33
1998,7.692307472,0,1,30
1998,4.670329571,0,1,27
1998,12.01923084,0,1,29
1998,37.76223755,1,0,30
1998,10.68376064,1,1,30
1998,5.153846264,0,1,26
1998,11.05769253,0,0,25
1998,18.5,1,1,25
1998,19.23077011,0,1,33
1998,21.15384674,1,1,25
1998,30.21977997,0,0,33
1998,7.211538315,0,1,26
1998,15.38461494,0,0,29
1998,6.105769157,0,0,26
1998,16.82692337,0,0,27
1998,7,1,1,25
1998,11.05769253,1,1,34
1998,13.46153831,0,0,25
1998,9.548610687,0,1,27
1998,10.91476059,0,1,31
1998,11.05769253,1,1,31
1998,9.75,0,0,29
1998,11.53846169,1,1,34
1998,16.34615326,0,1,32
1998,24.03846169,0,0,32
1998,27.77777863,1,0,31
1998,9.615385056,0,0,25
1998,13.67521381,1,0,28
1998,13.78205109,0,1,28
1998,23.07692337,1,1,34
1998,19.23077011,0,0,31
1998,21.15384674,1,0,32
1998,13.94230747,0,0,28
1998,19.80769157,1,1,29
1998,5.186982155,1,1,31
1998,12.01923084,1,1,26
1998,21.15384674,1,0,32
1998,9.519230843,1,0,34
1998,5.769230843,0,1,30
1998,10.98901081,0,1,34
1998,17.69230843,1,1,32
1998,7.342657566,0,0,34
1998,14.55301476,0,1,34
1998,14.42307663,0,0,27
1998,17.69230843,0,0,31
1998,21.01967812,0,0,32
1998,4.807692528,0,0,25
1998,9.935897827,0,0,32
1998,11.96581173,1,0,26
1998,24.03846169,0,0,30
1998,28.04487228,1,0,33
1998,12.69230747,0,0,31
1998,9.134614944,0,1,32
1998,15.86538506,0,1,33
1998,14.0625,1,0,27
1998,9.134614944,0,1,34
1998,6.293706417,0,0,33
1998,16.82692337,1,0,25
1998,10.68376064,1,0,28
1998,14.49519253,0,0,31
1998,8.533654213,1,0,27
1998,2.740384579,1,0,28
1998,19.71153831,1,1,27
1998,9.615385056,1,0,34
1998,13.67521381,1,1,28
1998,14.42307663,0,1,34
1998,7.371794701,1,1,29
1998,11.53846169,0,0,33
1998,5.434782505,0,0,25
1998,12.33681297,0,0,29
1998,17.48251724,1,0,28
1998,13.73626328,1,1,25
1998,10.64814854,0,0,27
1998,8.653845787,0,0,29
1998,16.19433212,1,1,28
1998,26.44230843,1,0,29
1998,12.01923084,0,0,30
1998,10.57692337,0,0,27
1998,6.510416508,0,1,28
1998,6.634615421,1,1,25
1998,12.98076916,0,1,27
1998,11.53846169,0,0,27
1998,14.42307663,1,1,27
1998,10.72485161,1,0,25
1998,19.23077011,1,0,28
1998,14.23076916,0,0,28
1998,9.515104294,1,1,25
1998,5.288461685,0,1,31
1998,8.07692337,0,0,28
1998,14.67611313,1,1,28
1998,19.23077011,1,0,26
1998,33.65384674,1,1,27
1998,10.57692337,0,0,29
1998,12.01923084,0,0,28
1998,20.67307663,0,0,29
1998,10.1214571,0,1,33
1998,8.653845787,0,0,25
1998,14.42307663,1,0,33
1998,24.03846169,0,1,32
1998,3.418367386,1,1,31
1998,14.9572649,1,1,33
1998,14.02243614,0,0,34
1998,7.211538315,0,0,33
1998,4.945055008,0,1,34
1998,5.658333302,1,1,26
1998,14.42307663,0,0,27
1998,8.894230843,0,1,30
1998,8.241758347,0,0,30
1998,36.05769348,0,0,31
1998,14.42307663,0,0,34
1998,7.498076916,0,0,32
1998,6.730769157,0,1,28
1998,4.625223637,0,0,33
1998,10.57692337,1,0,33
1998,18.26922989,0,0,28
1998,8.547008514,0,1,30
1998,16.82692337,1,1,32
1998,12.30769253,1,0,30
1998,8.241758347,0,1,30
1998,13.94230747,0,1,30
1998,7.211538315,0,0,32
1998,7.932692528,0,1,26
1998,17.30769157,1,0,33
1998,6.923077106,0,0,28
1998,8.25,0,1,30
1998,11.76730728,0,0,31
1998,15.9793272,0,1,29
1998,23.84615326,1,0,27
1998,23.17307663,1,0,30
1998,7.211538315,0,0,26
1998,10.13798046,0,0,28
1998,5.528846264,0,1,26
1998,8.346154213,0,1,30
1998,14.42307663,0,0,30
1998,23.07692337,1,0,30
1998,12.01923084,1,1,28
1998,5.384615421,0,1,28
1998,10.47008514,0,0,29
1998,17.5,1,0,29
1998,12.39316273,1,1,28
1998,2.142857075,0,1,29
1998,31.25,0,0,32
1998,7.211538315,0,1,32
1998,5.932692528,1,1,34
1998,11.8125,0,1,28
1998,6.25,0,0,30
1998,6.5625,0,1,25
1998,8.75,1,1,32
1998,11.05769253,0,0,29
1998,14.42307663,1,0,25
1998,26.92307663,0,0,29
1998,23.07692337,1,0,32
1998,19.23077011,1,0,26
1998,14.90384579,1,1,28
1998,9.230769157,1,0,29
1998,11.05769253,1,0,30
1998,14.01098919,1,1,30
1998,6.217948914,1,1,27
1998,12.59157467,0,0,30
1998,9.615385056,0,1,26
1998,6,0,0,29
1998,20,1,0,25
1998,9.615385056,1,0,33
1998,9.615385056,1,1,27
1998,37.30769348,0,0,31
1998,20.83333397,0,0,33
1998,13.46153831,0,1,29
1998,17.30769157,1,0,25
1998,16.97115326,1,0,33
1998,7.211538315,0,1,29
1998,14.42307663,0,0,33
1998,13.73626328,1,0,25
1998,9.615385056,0,1,28
1998,18.46153831,1,0,33
1998,9.615385056,0,1,30
1998,14.42307663,1,1,27
1998,24.03846169,1,0,27
1998,21.15384674,1,0,30
1998,11.53846169,0,1,33
1998,24.65384674,1,1,33
1998,15.38461494,1,1,29
1998,10,1,0,25
1998,22.43589783,0,0,34
1998,17.78846169,0,0,32
1998,19.23077011,1,0,31
1998,25.38461494,1,0,33
1998,12.25961494,1,1,33
1998,20.91162109,1,0,29
1998,26.44230843,1,0,31
1998,12.30769253,0,0,34
1998,6.923077106,1,0,25
1998,19.23077011,1,0,28
1998,12.69349957,0,1,30
1998,12.01923084,0,1,29
1998,15.35947704,1,0,32
1998,12.82051277,1,0,30
1998,9.25,0,0,25
1998,14.42307663,1,0,29
1998,14.42307663,1,0,29
1998,17.60336494,0,0,33
1998,6.730769157,0,1,30
1998,10.98901081,0,1,31
1998,6.336923122,1,1,25
1998,7.5,0,0,26
1998,14.42307663,1,1,29
1998,13.50245476,0,1,33
1998,14.03846169,1,0,32
1998,9.147608757,0,1,32
1998,7.503328323,0,1,27
1998,12.01923084,0,0,33
1998,12.98076916,0,0,26
1998,25.34964943,1,1,34
1998,11.21794891,1,1,29
1998,8.333333015,0,1,26
1998,16.34615326,1,0,33
1998,9.615385056,1,1,33
1998,11.53846169,0,1,33
1998,10.43956089,0,1,33
1998,29.24190331,1,1,26
1998,9.615385056,1,0,27
1998,19.23077011,0,0,34
1998,13.22115421,1,1,28
1998,11.53846169,0,1,34
1998,14.03846169,0,0,34
1998,7.211538315,1,1,26
1998,12.01923084,1,1,25
1998,21.15384674,1,1,32
1998,18.18181801,1,0,29
1998,14.42307663,1,0,29
1998,15.03496456,0,0,27
1998,8.653845787,0,1,31
1998,6.410256386,1,1,33
1998,12.82051277,1,1,34
1998,16.34615326,1,0,32
1998,16.58653831,1,0,28
1998,8.75,0,0,31
1998,11.53846169,0,0,25
1998,6.6433568,1,1,27
1998,28.84615326,1,0,29
1998,15.38461494,1,1,30
1998,9.134614944,0,1,27
1998,17.7514801,1,1,33
1998,12.01923084,0,0,34
1998,14.90384579,0,0,32
1998,13.46153831,1,1,27
1998,12.01923084,0,1,29
1998,9,0,0,32
1998,7.692307472,0,0,31
1998,9.615385056,0,1,25
1998,12.01923084,0,1,34
1998,2.09790206,0,0,33
1998,14.42307663,0,0,32
1998,18.26922989,1,1,30
1998,9.615385056,0,1,29
1998,19.71153831,1,1,34
1998,12.01923084,0,1,26
1998,12.98076916,1,1,31
1998,13.46153831,1,1,30
1998,26.44230843,1,1,34
1998,9.487179756,1,1,33
1998,10.76923084,1,0,26
1998,14.42307663,0,1,29
1998,13.78205109,0,1,26
1998,14.42307663,0,0,28
1998,13.94230747,1,0,33
1998,25.59134674,1,0,30
1998,23.50427437,1,0,27
1998,19.23077011,0,1,31
1998,32.69230652,1,0,32
1998,11.11111069,0,0,32
1998,25,0,0,32
1998,8.11965847,0,1,28
1998,14.42307663,1,0,28
1998,9.615385056,0,0,29
1998,20.19230843,1,1,27
1998,29.80769157,0,0,29
1998,15.29720306,1,1,27
1998,19.89999962,1,0,33
1998,22.30769157,1,1,34
1998,30,1,1,34
1998,47.11538315,1,1,34
1998,9.63942337,1,1,33
1998,10.68376064,0,0,28
1998,13.28125,0,1,28
1998,18.02884674,0,0,31
1998,7.142857075,0,1,33
1998,14.52991486,0,1,34
1998,15.38461494,0,0,32
1998,8.221154213,1,1,34
1998,14,1,0,33
1998,22.22222137,0,0,29
1998,11.53846169,0,1,29
1998,38.46154022,1,1,28
1998,32.69230652,1,0,31
1998,36.05769348,1,0,32
1998,31.73077011,1,0,33
1998,21.36752129,1,0,27
1998,32.96703339,1,0,25
1998,14.66346169,0,1,34
1998,9.615385056,0,1,28
1998,23.50427437,1,0,34
1998,12.30769253,0,0,33
1998,11.1336031,0,1,33
1998,20,1,0,33
1998,9.615385056,1,0,28
1998,21.63461494,1,0,31
1998,14,1,0,25
1998,9.615385056,1,1,31
1998,18.26922989,1,0,31
1998,30.76922989,1,0,33
1998,14.58333302,1,0,32
1998,5.288461685,0,1,33
1998,17.06293678,0,0,25
1998,5.769230843,1,1,34
1998,35,1,0,31
1998,6.730769157,0,0,32
1998,9.615385056,1,1,26
1998,21.55982971,1,1,31
1998,10.04807663,0,1,34
1998,8.17307663,0,0,32
1998,13.11813164,1,0,25
1998,10.73076916,0,0,32
1998,16.10577011,1,1,34
1998,12.80364418,0,1,26
1998,19.23077011,1,1,31
1998,6.009615421,0,0,29
1998,17.09401703,1,0,25
1998,13.94230747,0,0,33
1998,26.44230843,0,0,30
1998,13.94230747,0,0,32
1998,7.692307472,1,1,31
1998,9.615385056,0,0,25
1998,3.4375,0,0,30
1998,28.74076843,1,0,29
1998,12.17948723,1,0,32
1998,19.74390984,1,0,33
1998,15.03496456,1,0,32
1998,14.61538506,0,1,29
1998,20.83333397,1,0,32
1998,14.42307663,0,0,30
1998,17.30769157,0,0,32
1998,7.65306139,0,0,31
1998,25.48077011,0,0,31
1998,19.68864441,0,1,31
1998,21.63461494,0,0,27
1998,17.94871712,1,0,31
1998,8.461538315,0,0,29
1998,7.212500095,0,0,26
1998,14.21568584,0,0,31
1998,8.413461685,0,1,32
1998,7.692307472,0,1,26
1998,4.807692528,0,1,32
1998,12.17948723,0,0,30
1998,13.25,0,0,30
1998,14.42307663,0,0,26
1998,13.25,0,0,30
1998,16.84519196,0,0,34
1998,11.11111069,0,0,27
1998,17.78846169,1,1,33
1998,13.73626328,0,1,31
1998,16.24038506,0,0,27
1998,19.23077011,1,1,32
1998,11.37692261,1,1,25
1998,5.128205299,1,1,34
1998,33.65384674,1,0,26
1998,24.23077011,1,1,34
1998,13.70192337,0,0,33
1998,12.01923084,0,0,32
1998,23.39743614,1,0,33
1998,12.01923084,0,1,32
1998,24.03846169,1,1,31
1998,9.711538315,0,0,30
1998,11.96581173,0,0,32
1998,4.038461685,0,0,33
1998,19.6581192,0,0,31
1998,6.25,1,0,25
1998,43.26922989,1,0,32
1998,38.46154022,1,1,34
1998,5.288461685,0,1,27
1998,12.08791256,0,1,30
1998,19.58041954,1,0,34
1998,6.730769157,0,1,26
1998,19.23077011,1,0,33
1998,12.98076916,0,0,31
1998,11.53846169,0,0,25
1998,5.494505405,0,1,25
1998,11.21794891,0,0,28
1998,23.93162346,0,0,27
1998,20.19230843,0,0,30
1998,12.5,0,0,26
1998,14.83281231,0,1,32
1998,18.50961494,1,1,30
1998,18.26922989,0,0,30
1998,11.80069923,1,0,31
1998,7.430069923,1,1,27
1998,17.30769157,1,1,34
1998,18.35664368,0,0,27
1998,8.945454597,1,1,26
1998,10.76923084,1,1,32
1998,14.42307663,0,0,27
1998,9.615385056,0,1,26
1998,10.57692337,0,0,30
1998,16.82692337,1,0,32
1998,5.494505405,0,1,31
1998,14,1,1,31
1998,16.34615326,0,0,31
1998,9.875384331,0,0,30
1998,6.25,0,1,28
1998,21.73077011,1,0,33
1998,15.14423084,0,0,26
1998,14.21404648,1,1,31
1998,6.730769157,0,0,34
1998,7.807692528,0,0,28
1998,11.05769253,0,1,28
1998,9.615385056,0,0,33
1998,8.269230843,0,1,26
1998,15.57692337,0,0,29
1998,8.653845787,0,1,30
1998,10.09615421,0,1,32
1998,8.461538315,0,0,31
1998,12.98076916,0,0,30
1998,16.82692337,0,0,31
1998,12.98076916,0,0,33
1998,11.05769253,1,0,27
1998,14.6255064,1,1,29
1998,12.5,1,0,28
1998,6.490384579,1,1,29
1998,13.94230747,0,0,33
1998,12.98076916,0,0,31
1998,10.57692337,0,1,31
1998,10.09615421,1,0,27
1998,12.17948723,1,0,30
1998,12.01923084,1,0,25
1998,12.98076916,0,1,34
1998,17.20647812,1,1,30
1998,10.09615421,0,0,27
1998,14.42307663,0,0,32
1998,16.82692337,0,0,32
1998,7.211538315,0,1,31
1998,7.211538315,0,1,33
1998,9.615385056,0,1,30
1998,23.5,0,0,31
1998,16.15384674,0,0,30
1998,26.92307663,0,0,31
1998,9.615385056,0,1,29
1998,13.86495686,1,0,32
1998,6.055983067,0,1,30
1998,17.69230843,0,0,33
1998,9.401709557,0,1,33
1998,19.30769157,0,0,32
1998,12.69230747,1,1,31
1998,8.136095047,0,0,25
1998,15.52769184,0,0,26
1998,12.20414162,0,1,32
1998,13.94230747,0,0,34
1998,22.59615326,1,1,26
1998,4.273504257,1,0,27
1998,9.81996727,0,0,26
1998,38.46154022,1,1,26
1998,8.17307663,0,1,33
1998,10.96153831,0,0,29
1998,8.653845787,0,0,31
1998,12.5,1,1,29
1998,7.211538315,0,1,33
1998,20,0,0,34
1998,26.92307663,1,0,32
1998,5,0,1,27
1998,8,0,0,30
1998,20.19230843,1,0,33
1998,7.211538315,1,1,32
1998,16.02564049,0,0,34
1998,13.07692337,0,0,32
1998,25,1,0,34
1998,12.98076916,1,1,30
1998,26.44230843,1,1,28
1998,29.4871788,0,0,33
1998,13.73626328,1,0,29
1998,23.07692337,1,1,31
1998,2.56410265,1,0,27
1998,25,1,0,32
1998,14.79289913,1,1,31
1998,25.38461494,1,0,34
1998,13.36538506,0,1,29
1998,8.79807663,0,0,34
1998,25,1,0,33
1998,33.65384674,1,0,30
1998,8.17307663,1,1,31
1998,12.98076916,1,1,34
1998,18.58974266,1,1,28
1998,11.53846169,0,0,26
1998,12.93706322,0,0,26
1998,4.807692528,1,1,26
1998,30,0,0,25
1998,23.07692337,0,0,31
1998,32.96703339,0,0,25
1998,14.42307663,0,0,28
1998,17.30769157,1,0,25
1998,11.53846169,0,0,25
1998,12.53846169,0,0,30
1998,18.46153831,1,0,32
1998,21.67832184,1,0,27
1998,15.625,1,1,32
1998,15.86538506,1,1,27
1998,8.516483307,1,0,32
1998,12.98076916,0,1,28
1998,12,0,0,26
1998,27.64422989,1,0,27
1998,14.42307663,1,1,27
1998,29.08653831,0,0,33
1998,19.23077011,1,1,32
1998,8.17307663,0,0,29
1998,8.17307663,0,0,31
1998,17.09401703,1,1,33
1998,14.66666698,1,0,34
1998,32.69230652,1,0,32
1998,28.63247871,1,1,32
1998,21.63461494,0,0,29
1998,12.04013348,0,0,29
1998,13.75,0,1,32
1998,5.769230843,1,1,32
1998,14.42307663,1,1,25
1998,19.23077011,1,1,27
1998,21.875,1,1,34
1998,40.86538315,1,0,28
1998,12.01923084,1,1,25
1998,13.07692337,0,0,31
1998,26.63461494,1,0,26
1998,14.42307663,0,0,30
1998,13.11188793,1,1,32
1998,14.42307663,0,0,30
1998,12.98076916,0,1,33
1998,17.78846169,0,0,31
1998,9.615385056,0,0,26
1998,19.23077011,0,0,29
1998,28.84615326,1,0,34
1998,10.54545498,0,0,28
1998,8.333333015,0,0,29
1998,6.837606907,0,0,29
1998,35.38461685,1,0,32
1998,29.80769157,0,0,30
1998,9.615385056,1,1,28
1998,20,0,0,25
1998,5.288461685,0,1,32
1998,34.61538315,1,1,31
1998,13.46153831,1,1,32
1998,19.23077011,1,0,26
1998,13.94230747,1,1,25
1998,12.98076916,0,0,30
1998,16.23931694,1,1,31
1998,36.05769348,1,0,28
1998,9.615385056,0,0,27
1998,21.36752129,1,0,26
1998,10.68376064,1,1,28
1998,8.846154213,0,0,29
1998,15.86538506,1,1,30
1998,21.63461494,1,1,29
1998,10.57692337,0,1,25
1998,11.97916698,1,0,25
1998,12.98076916,1,0,28
1998,5.769230843,1,0,33
1998,25.38461494,1,0,33
1998,22.35577011,1,0,30
1998,12.98076916,0,1,31
1998,19.60240364,1,0,27
1998,13.81999969,1,0,26
1998,21.53846169,1,1,30
1998,12.34973907,0,1,29
1998,11.53846169,1,1,30
1998,8.870214462,0,0,25
1998,30.21977997,1,0,33
1998,15.56915665,0,0,33
1998,11.05769253,0,0,27
1998,13.78205109,0,0,32
1998,16.82692337,0,1,31
1998,5.208333492,0,1,30
1998,19.23077011,0,0,34
1998,5,0,1,32
1998,20.83333397,1,0,28
1998,24.03846169,1,1,30
1998,10.67307663,1,1,28
1998,10.2564106,1,1,26
1998,15.10988998,1,1,31
1998,7.211538315,0,0,34
1998,30.76922989,1,1,32
1998,19.23077011,1,1,29
1998,32.69230652,1,0,31
1998,21.67832184,1,0,32
1998,19.23077011,1,1,33
1998,14.61538506,0,1,30
1998,19.71153831,1,0,27
1998,20,1,1,33
1998,10.57692337,0,0,26
1998,13.94230747,0,0,30
1998,30,0,0,30
1998,16.82692337,0,0,30
1998,15.38461494,0,0,28
1998,24.03846169,0,0,34
1998,11.53846169,0,1,28
1998,17.94871712,0,0,29
1998,6.490384579,0,0,30
1998,7.211538315,0,1,30
1998,15.76923084,1,0,33
1998,14.42307663,0,1,33
1998,11.53846169,0,0,34
1998,9.147608757,0,1,28
1998,17.78846169,1,0,30
1998,24.03846169,1,1,28
1998,20.43269157,1,0,33
1998,5.769230843,0,1,25
1998,2.884615421,0,1,30
1998,14.42307663,1,0,28
1998,11.53846169,1,1,26
1998,24.73942375,1,0,34
1998,12.14574909,0,1,29
1998,15.18218613,0,1,29
1998,19.23077011,1,0,25
1998,5,0,0,26
1998,20.0854702,0,0,33
1998,14.42307663,1,1,26
1998,24.03846169,1,1,34
1998,19.23077011,0,0,32
1998,6.25,0,1,26
1998,15.38461494,1,1,30
1998,20.19230843,1,1,32
1998,8.791209221,0,0,26
1998,12.82051277,1,1,30
1998,5.288461685,0,1,27
1998,18.49112511,0,0,33
1998,12.98076916,0,0,31
1998,9.134614944,0,1,30
1998,5.717255592,0,1,27
1998,7.692307472,0,0,34
1998,11.69230747,0,1,28
1998,9.615385056,0,0,33
1998,21.63461494,0,0,33
1998,12.01923084,0,0,28
1998,18.9264431,0,0,28
1998,11.05769253,1,0,28
1998,12.80364418,0,1,27
1998,17.69230843,1,0,27
1998,13.46153831,0,1,28
1998,25.48077011,1,0,28
1998,33.65384674,1,1,28
1998,8.653845787,1,1,25
1998,14.42307663,1,0,29
1998,11.53846169,1,0,28
1998,11.53846169,1,0,26
1998,16.48351669,1,1,26
1998,9.807692528,1,1,27
1998,10.09615421,0,0,29
1998,8.17307663,1,0,33
1998,12.98076916,0,1,26
1998,13.46153831,1,1,25
1998,22.30769157,1,0,28
1998,15.38461494,0,0,30
1998,14.42307663,1,0,25
1998,16.02564049,1,0,33
1998,12.01923084,1,1,26
1998,16.82692337,1,1,31
1998,18.26922989,0,0,34
1998,22.43589783,1,1,28
1998,24.03846169,1,0,29
1998,14.5032053,0,0,31
1998,12.82051277,1,0,30
1998,5,0,1,26
1998,21.63461494,0,0,33
1998,18.53146935,1,0,31
1998,7.211538315,0,0,27
1998,21.15384674,1,0,26
1998,30.1455307,1,0,26
1998,8.607069016,0,1,25
1998,17.78846169,0,0,28
1998,43.75,0,0,29
1998,12.01923084,0,1,30
1998,25,1,1,29
1998,11.96581173,1,1,27
1998,12.01923084,1,1,26
1998,7.692307472,0,0,32
1998,10.98039246,0,0,34
1998,13.94230747,1,1,31
1998,10.09615421,0,1,29
1998,19.23077011,0,0,32
1998,21.63461494,1,0,31
1998,32.69230652,1,0,32
1998,10,1,0,30
1998,24.58172989,1,1,29
1998,7.676281929,1,1,29
1998,14.42307663,0,0,34
1998,13.84615421,0,0,32
1998,4.487179279,0,0,30
1998,12.74509811,1,0,28
1998,9.245562553,0,0,30
1998,8.547008514,0,1,27
1998,7.211538315,0,0,28
1998,16.82692337,1,1,30
1998,35.04273605,1,0,34
1998,5.528846264,0,0,28
1998,8.413461685,0,1,33
1998,8.541666985,0,0,29
1998,20.03205109,0,0,26
1998,6.730769157,1,1,25
1998,10.2564106,0,0,26
1998,11.88811207,0,0,28
1998,10.09615421,0,0,32
1998,27.88461494,1,1,26
1998,10.09615421,0,0,25
1998,10.09615421,0,1,32
1998,7.692307472,1,0,33
1998,5.475480556,0,0,29
1998,5.288461685,0,1,25
1998,10.09615421,0,0,29
1998,27.77980804,1,1,26
1998,28.5,1,0,34
1998,11.53846169,0,0,30
1998,36.05769348,1,1,32
1998,43.75,1,0,26
1998,17.93269157,0,0,32
1998,9,0,0,34
1998,17.69230843,0,0,34
1998,23.07692337,0,0,34
1998,17.66804123,1,1,25
1998,5.494505405,0,1,25
1998,13.94230747,1,1,31
1998,17.65384674,1,0,31
1998,29.9145298,1,0,32
1998,5.576922894,0,1,31
1998,25,1,1,26
1998,15.76923084,1,1,27
1998,12.5,0,0,28
1998,16,0,0,25
1998,17.77884674,0,0,30
1998,7.692307472,0,1,26
1998,22.5,1,0,32
1998,19.71153831,1,0,28
1998,11.53846169,1,1,26
1998,26.39422989,0,0,27
1998,11.53846169,0,0,33
1998,9.615385056,0,1,26
1998,12.01923084,0,0,27
1998,18.75,0,1,31
1998,21.36752129,1,1,34
1998,5.9375,0,1,28
1998,13.02083302,1,1,31
